date,day_of_week,item,item_name,category,quantity,price,total,cost,is_weekend,hour,month,month_name,week,is_peak_hour
2026-01-21 22:06:51,Wednesday,Chicken pops (bbq),Chicken pops (bbq),Mini Bites,1,100.0,100.0,50.0,False,22,1,January,4,False
2026-01-21 22:06:51,Wednesday,latte,latte,Coffee Based,1,140.0,140.0,42.0,False,22,1,January,4,False
2026-01-21 22:06:51,Wednesday,French fries plain (large),French fries plain (large),Mini Bites,1,100.0,100.0,90.0,False,22,1,January,4,False
2026-01-21 22:52:37,Wednesday,Add_on (kimchi),Add_on (kimchi),Sans Coffee,1,25.0,25.0,15.0,False,22,1,January,4,False
2026-01-21 22:52:37,Wednesday,Chicken wings (3pcs),Chicken wings (3pcs),Mini Bites,1,170.0,170.0,51.0,False,22,1,January,4,False
2026-01-21 22:52:37,Wednesday,Chicken fillet,Chicken fillet,Mini Bites,1,150.0,150.0,45.0,False,22,1,January,4,False
2026-01-23 18:23:39,Friday,Ramen (regular),Ramen (regular),Mini Bites,1,140.0,140.0,16.74,False,18,1,January,4,False
2026-01-23 18:23:39,Friday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,2,150.0,300.0,45.0,False,18,1,January,4,False
2026-01-23 18:23:39,Friday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,100.0,100.0,30.0,False,18,1,January,4,False
2026-02-02 17:27:31,Monday,Chicken fillet,Chicken fillet,Mini Bites,1,150.0,150.0,45.0,False,17,2,February,6,False
2026-02-02 17:27:31,Monday,oreo overload Frappe,oreo overload Frappe,Kôfē Frappé,1,160.0,160.0,48.0,False,17,2,February,6,False
2026-02-02 17:27:31,Monday,BFF (Better French fries) Large (cheese),BFF (Better French fries) Large (cheese),Mini Bites,1,100.0,100.0,30.0,False,17,2,February,6,False
2026-02-02 17:27:31,Monday,Chiz melt (bacon),Chiz melt (bacon),Mini Bites,1,100.0,100.0,30.0,False,17,2,February,6,False
2026-02-02 19:31:25,Monday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,100.0,100.0,30.0,False,19,2,February,6,False
2026-02-02 19:31:25,Monday,Chicken pops (bbq),Chicken pops (bbq),Mini Bites,2,100.0,200.0,50.0,False,19,2,February,6,False
2026-02-07 14:16:15,Saturday,caramel macchiato (hot),caramel macchiato (hot),Coffee Based,1,140.0,140.0,42.0,True,14,2,February,6,False
2026-02-07 14:16:15,Saturday,hot citron tea,hot citron tea,Sans Coffee,1,89.0,89.0,26.7,True,14,2,February,6,False
2026-02-07 14:16:15,Saturday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,150.0,150.0,45.0,True,14,2,February,6,False
2026-02-07 14:16:15,Saturday,americano (hot),americano (hot),Coffee Based,1,120.0,120.0,36.0,True,14,2,February,6,False
2026-02-07 14:16:15,Saturday,caramel macchiato (iced),caramel macchiato (iced),Coffee Based,1,150.0,150.0,45.0,True,14,2,February,6,False
2026-02-07 20:03:06,Saturday,Chicken wings (3pcs),Chicken wings (3pcs),Mini Bites,2,170.0,340.0,51.0,True,20,2,February,6,False
2026-02-07 20:03:06,Saturday,Chicken pops (bbq),Chicken pops (bbq),Mini Bites,1,100.0,100.0,50.0,True,20,2,February,6,False
2023-02-01 14:27:42,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,14,2,February,5,False
2023-02-01 16:24:18,Wednesday,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.699999999999996,False,16,2,February,5,True
2023-02-01 16:24:18,Wednesday,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,False,16,2,February,5,True
2023-02-01 16:24:18,Wednesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,2,119.0,238.0,35.699999999999996,False,16,2,February,5,True
2023-02-01 16:24:18,Wednesday,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,False,16,2,February,5,True
2023-02-01 20:28:10,Wednesday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,False,20,2,February,5,False
2023-02-01 20:28:10,Wednesday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,2,February,5,False
2023-02-01 20:28:10,Wednesday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,20,2,February,5,False
2023-02-01 20:28:22,Wednesday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,2,February,5,False
2023-02-01 20:28:41,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,2,February,5,False
2023-02-01 20:28:54,Wednesday, latte , latte ,Coffee Based,1,89.0,89.0,26.7,False,20,2,February,5,False
2023-02-01 20:29:09,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,20,2,February,5,False
2023-02-02 17:24:20,Thursday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,5,False
2023-02-02 17:24:20,Thursday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,17,2,February,5,False
2023-02-02 17:24:20,Thursday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,2,February,5,False
2023-02-02 17:24:20,Thursday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,False,17,2,February,5,False
2023-02-02 17:35:07,Thursday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,17,2,February,5,False
2023-02-02 17:35:07,Thursday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,False,17,2,February,5,False
2023-02-02 17:35:07,Thursday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,False,17,2,February,5,False
2023-02-02 17:36:39,Thursday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,5,False
2023-02-02 17:36:39,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,5,False
2023-02-02 17:46:31,Thursday,Belgian waffle  (peanut butter ),Belgian waffle  (peanut butter ),Sans Coffee,1,80.0,80.0,24.0,False,17,2,February,5,False
2023-02-02 17:46:31,Thursday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,False,17,2,February,5,False
2023-02-02 18:00:06,Thursday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,18,2,February,5,False
2023-02-02 18:00:06,Thursday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,2,February,5,False
2023-02-02 18:44:40,Thursday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,False,18,2,February,5,False
2023-02-02 18:44:40,Thursday,extra shot,extra shot,Sans Coffee,1,49.0,49.0,14.7,False,18,2,February,5,False
2023-02-03 14:41:58,Friday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,14,2,February,5,False
2023-02-03 14:41:58,Friday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,False,14,2,February,5,False
2023-02-03 14:41:58,Friday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,2,85.0,170.0,25.5,False,14,2,February,5,False
2023-02-03 19:03:24,Friday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,False,19,2,February,5,False
2023-02-03 19:03:24,Friday,Product Name (special b),Product Name (special b),Sans Coffee,1,150.0,150.0,45.0,False,19,2,February,5,False
2023-02-03 19:05:08,Friday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,19,2,February,5,False
2023-02-03 20:36:50,Friday,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,False,20,2,February,5,False
2023-02-03 20:36:50,Friday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,False,20,2,February,5,False
2023-02-03 20:36:50,Friday,dalgona ,dalgona ,Signature Kôfē,1,99.0,99.0,29.7,False,20,2,February,5,False
2023-02-03 20:36:50,Friday,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,False,20,2,February,5,False
2023-02-04 17:00:03,Saturday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,17,2,February,5,False
2023-02-04 17:00:03,Saturday,French fries Spicy barbecue  (large ),French fries Spicy barbecue  (large ),Mini Bites,1,90.0,90.0,27.0,True,17,2,February,5,False
2023-02-04 17:53:44,Saturday,hot cocoa latte ,hot cocoa latte ,Sans Coffee,1,99.0,99.0,29.7,True,17,2,February,5,False
2023-02-04 18:43:35,Saturday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,2,February,5,False
2023-02-04 18:43:35,Saturday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,18,2,February,5,False
2023-02-04 18:43:35,Saturday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,True,18,2,February,5,False
2023-02-04 18:43:35,Saturday,Spanish latte (hot),Spanish latte (hot),Coffee Based,1,89.0,89.0,26.7,True,18,2,February,5,False
2023-02-04 18:43:35,Saturday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,True,18,2,February,5,False
2023-02-04 18:43:35,Saturday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,True,18,2,February,5,False
2023-02-04 18:55:31,Saturday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,18,2,February,5,False
2023-02-04 18:55:31,Saturday,dirty coffee shake ,dirty coffee shake ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,18,2,February,5,False
2023-02-04 18:55:31,Saturday,super mocha ,super mocha ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,18,2,February,5,False
2023-02-04 18:55:31,Saturday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,True,18,2,February,5,False
2023-02-04 18:55:31,Saturday,Belgian waffle  (strawberry chocolate ),Belgian waffle  (strawberry chocolate ),Sans Coffee,1,85.0,85.0,25.5,True,18,2,February,5,False
2023-02-04 20:11:01,Saturday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,20,2,February,5,False
2023-02-04 20:11:01,Saturday,white mocha  (iced),white mocha  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,20,2,February,5,False
2023-02-04 20:28:55,Saturday,hot citron tea,hot citron tea,Sans Coffee,3,69.0,207.0,20.7,True,20,2,February,5,False
2023-02-04 20:29:21,Saturday,dirty coffee shake ,dirty coffee shake ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,20,2,February,5,False
2023-02-04 20:30:03,Saturday,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,True,20,2,February,5,False
2023-02-04 20:30:03,Saturday,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,20,2,February,5,False
2023-02-04 20:30:03,Saturday,dalgona ,dalgona ,Signature Kôfē,1,99.0,99.0,29.7,True,20,2,February,5,False
2023-02-04 20:30:17,Saturday,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,True,20,2,February,5,False
2023-02-05 15:34:07,Sunday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,True,15,2,February,5,True
2023-02-05 15:34:07,Sunday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,15,2,February,5,True
2023-02-05 14:04:21,Sunday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,True,14,2,February,5,False
2023-02-05 14:04:21,Sunday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,True,14,2,February,5,False
2023-02-05 16:02:32,Sunday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,2,109.0,218.0,32.699999999999996,True,16,2,February,5,True
2023-02-05 16:02:32,Sunday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,True,16,2,February,5,True
2023-02-05 16:04:31,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,2,February,5,True
2023-02-05 16:04:31,Sunday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,True,16,2,February,5,True
2023-02-05 16:34:02,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,16,2,February,5,True
2023-02-05 20:48:51,Sunday,dirty coffee shake ,dirty coffee shake ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,20,2,February,5,False
2023-02-05 16:46:46,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.699999999999996,True,16,2,February,5,True
2023-02-05 20:51:51,Sunday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,True,20,2,February,5,False
2023-02-05 20:51:51,Sunday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,True,20,2,February,5,False
2023-02-05 20:51:51,Sunday,drip coffee (8 bags/pouch) (barako),drip coffee (8 bags/pouch) (barako),Sans Coffee,3,120.0,360.0,36.0,True,20,2,February,5,False
2023-02-05 20:51:51,Sunday,Cookies ,Cookies ,Sans Coffee,3,59.0,177.0,17.7,True,20,2,February,5,False
2023-02-05 17:19:27,Sunday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,True,17,2,February,5,False
2023-02-05 17:19:27,Sunday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,17,2,February,5,False
2023-02-05 17:19:27,Sunday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,True,17,2,February,5,False
2023-02-05 17:19:27,Sunday,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,1,85.0,85.0,25.5,True,17,2,February,5,False
2023-02-05 17:53:47,Sunday,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,17,2,February,5,False
2023-02-05 17:53:47,Sunday,dirty coffee shake ,dirty coffee shake ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,True,17,2,February,5,False
2023-02-05 18:20:15,Sunday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,True,18,2,February,5,False
2023-02-05 18:20:15,Sunday,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.699999999999996,True,18,2,February,5,False
2023-02-05 18:20:15,Sunday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,True,18,2,February,5,False
2023-02-05 20:39:57,Sunday,simple milk tea ,simple milk tea ,Sans Coffee,1,89.0,89.0,26.7,True,20,2,February,5,False
2023-02-05 20:39:57,Sunday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,True,20,2,February,5,False
2023-02-05 20:39:57,Sunday,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,True,20,2,February,5,False
2023-02-05 20:48:35,Sunday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,20,2,February,5,False
2023-02-05 20:48:35,Sunday,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,True,20,2,February,5,False
2023-02-05 20:48:35,Sunday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,True,20,2,February,5,False
2023-02-06 18:36:03,Monday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-06 17:11:24,Monday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,17,2,February,6,False
2023-02-06 17:11:24,Monday,cappuccino  (ice),cappuccino  (ice),Coffee Based,1,99.0,99.0,29.7,False,17,2,February,6,False
2023-02-06 17:11:24,Monday,Spanish latte (iced),Spanish latte (iced),Coffee Based,2,99.0,198.0,29.7,False,17,2,February,6,False
2023-02-06 17:29:32,Monday,simple milk tea ,simple milk tea ,Sans Coffee,1,89.0,89.0,26.7,False,17,2,February,6,False
2023-02-06 18:04:28,Monday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,18,2,February,6,False
2023-02-06 18:04:28,Monday,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,2,99.0,198.0,29.7,False,18,2,February,6,False
2023-02-06 18:04:28,Monday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-06 18:04:28,Monday,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-06 18:04:28,Monday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,False,18,2,February,6,False
2023-02-06 18:36:23,Monday,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,False,18,2,February,6,False
2023-02-06 18:36:23,Monday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-06 21:12:13,Monday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,21,2,February,6,False
2023-02-06 21:12:13,Monday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,21,2,February,6,False
2023-02-06 21:12:13,Monday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,False,21,2,February,6,False
2023-02-06 21:12:13,Monday,Chiz melt  (ham),Chiz melt  (ham),Mini Bites,1,85.0,85.0,25.5,False,21,2,February,6,False
2023-02-06 21:12:25,Monday,white mocha  (iced),white mocha  (iced),Coffee Based,6,109.0,654.0,32.699999999999996,False,21,2,February,6,False
2023-02-06 21:12:57,Monday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,False,21,2,February,6,False
2023-02-06 21:12:57,Monday,Cookies ,Cookies ,Sans Coffee,1,59.0,59.0,17.7,False,21,2,February,6,False
2023-02-07 14:33:45,Tuesday,the Christmas drink (iced),the Christmas drink (iced),Signature Kôfē,2,109.0,218.0,32.699999999999996,False,14,2,February,6,False
2023-02-07 16:50:25,Tuesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,16,2,February,6,True
2023-02-07 16:50:25,Tuesday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,False,16,2,February,6,True
2023-02-07 16:51:28,Tuesday,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,False,16,2,February,6,True
2023-02-07 17:56:12,Tuesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-07 17:56:12,Tuesday,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,False,17,2,February,6,False
2023-02-07 17:57:02,Tuesday,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-07 17:57:27,Tuesday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-07 17:57:27,Tuesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,17,2,February,6,False
2023-02-07 17:57:27,Tuesday,street food sampler (large),street food sampler (large),Sans Coffee,2,90.0,180.0,27.0,False,17,2,February,6,False
2023-02-07 18:50:44,Tuesday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-07 18:50:44,Tuesday,belgian waffle plain ,belgian waffle plain ,Sans Coffee,1,65.0,65.0,19.5,False,18,2,February,6,False
2023-02-07 18:50:44,Tuesday,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,False,18,2,February,6,False
2023-02-07 18:50:44,Tuesday, latte , latte ,Coffee Based,1,89.0,89.0,26.7,False,18,2,February,6,False
2023-02-07 18:50:44,Tuesday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,18,2,February,6,False
2023-02-08 14:44:26,Wednesday,americano (hot),americano (hot),Coffee Based,3,79.0,237.0,23.7,False,14,2,February,6,False
2023-02-08 14:44:26,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,14,2,February,6,False
2023-02-08 14:44:26,Wednesday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,14,2,February,6,False
2023-02-08 14:44:26,Wednesday,americano (hot),americano (hot),Coffee Based,3,79.0,237.0,23.7,False,14,2,February,6,False
2023-02-08 14:44:26,Wednesday,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,14,2,February,6,False
2023-02-08 14:44:26,Wednesday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,14,2,February,6,False
2023-02-08 16:22:39,Wednesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.699999999999996,False,16,2,February,6,True
2023-02-08 20:33:41,Wednesday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,20,2,February,6,False
2023-02-08 20:33:41,Wednesday,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,False,20,2,February,6,False
2023-02-08 20:33:41,Wednesday,Product Name (special a),Product Name (special a),Sans Coffee,1,130.0,130.0,39.0,False,20,2,February,6,False
2023-02-08 20:33:41,Wednesday,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,2,119.0,238.0,35.699999999999996,False,20,2,February,6,False
2023-02-08 20:33:41,Wednesday,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,20,2,February,6,False
2023-02-08 20:34:20,Wednesday,Product Name (special a),Product Name (special a),Sans Coffee,1,130.0,130.0,39.0,False,20,2,February,6,False
2023-02-09 15:21:58,Thursday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,2,109.0,218.0,32.699999999999996,False,15,2,February,6,True
2023-02-09 15:21:58,Thursday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,False,15,2,February,6,True
2023-02-09 20:37:18,Thursday,BFF (Better French fries) Large (cheese ),BFF (Better French fries) Large (cheese ),Mini Bites,1,90.0,90.0,27.0,False,20,2,February,6,False
2023-02-09 20:37:18,Thursday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.699999999999996,False,20,2,February,6,False
2023-02-09 20:37:18,Thursday,cappuccino  (hot),cappuccino  (hot),Coffee Based,1,89.0,89.0,26.7,False,20,2,February,6,False
2023-02-09 19:43:22,Thursday,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.699999999999996,False,19,2,February,6,False
2023-02-09 19:43:22,Thursday,simple milk tea ,simple milk tea ,Sans Coffee,1,89.0,89.0,26.7,False,19,2,February,6,False
2023-02-10 17:00:58,Friday,choco dinosaur latte,choco dinosaur latte,Sans Coffee,2,109.0,218.0,32.699999999999996,False,17,2,February,6,False
2023-02-10 17:00:58,Friday,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-10 17:02:36,Friday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-10 17:34:56,Friday,Belgian waffle  (strawberry chocolate ),Belgian waffle  (strawberry chocolate ),Sans Coffee,1,85.0,85.0,25.5,False,17,2,February,6,False
2023-02-10 17:34:56,Friday,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,False,17,2,February,6,False
2023-02-10 17:34:56,Friday,street food sampler (medium),street food sampler (medium),Sans Coffee,1,50.0,50.0,15.0,False,17,2,February,6,False
2023-02-10 17:34:56,Friday,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-10 17:34:56,Friday,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.699999999999996,False,17,2,February,6,False
2023-02-10 18:00:04,Friday,BFF (Better French fries)medium  (bbq ),BFF (Better French fries)medium  (bbq ),Mini Bites,1,50.0,50.0,15.0,False,18,2,February,6,False
