date,day_of_week,item,item_name,category,quantity,price,total,cost,is_weekend,hour,month,month_name,week,is_peak_hour,day_name,quarter,week_number,date_only,is_dry_season,gross_profit,profit_margin,revenue,total_cost,transaction_profit,waste_rate,estimated_waste_qty,estimated_waste_cost,is_high_waste_item,daily_qty,rolling_7d_avg,rolling_30d_avg,lag_1d,demand_trend,spoilage_risk_num,spoilage_risk_label,menu_performance,menu_performance_num,item_encoded,cat_Coffee Based,cat_Kôfē Frappé,cat_Mini Bites,cat_Sans Coffee,cat_Signature Kôfē
2026-01-21 22:52:37,2,Chicken fillet,Chicken fillet,Mini Bites,1,150.0,150.0,45.0,0,22,1,January,4,0,Wednesday,1,4,2026-01-21,1,105.0,0.7,150.0,45.0,105.0,0.15,0.15,6.75,1,1,1.0,1.0,1.0,0.0,1,Medium Risk,Reconsider,0,16,0,0,1,0,0
2026-01-23 18:23:39,4,Ramen (regular),Ramen (regular),Mini Bites,1,140.0,140.0,16.74,0,18,1,January,4,0,Friday,1,4,2026-01-23,1,123.26,0.8804,140.0,16.74,123.26,0.15,0.15,2.51,1,1,0.0,0.0,0.0,0.0,1,Medium Risk,Reconsider,0,17,0,0,1,0,0
2026-01-23 18:23:39,4,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,2,150.0,300.0,45.0,0,18,1,January,4,0,Friday,1,4,2026-01-23,1,105.0,0.7,300.0,90.0,210.0,0.07,0.14,6.3,0,2,1.71,1.87,1.0,-0.0856,1,Medium Risk,Keep,2,4,0,0,0,1,0
2026-01-23 18:23:39,4,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,100.0,100.0,30.0,0,18,1,January,4,0,Friday,1,4,2026-01-23,1,70.0,0.7,100.0,30.0,70.0,0.15,0.15,4.5,1,1,1.14,1.37,1.0,-0.1679,2,High Risk,Keep,2,18,0,0,1,0,0
2026-02-02 17:27:31,0,Chicken fillet,Chicken fillet,Mini Bites,1,150.0,150.0,45.0,0,17,2,February,6,0,Monday,1,6,2026-02-02,1,105.0,0.7,150.0,45.0,105.0,0.15,0.15,6.75,1,1,1.0,1.0,1.0,0.0,1,Medium Risk,Reconsider,0,16,0,0,1,0,0
2026-02-02 17:27:31,0,oreo overload Frappe,oreo overload Frappe,Kôfē Frappé,1,160.0,160.0,48.0,0,17,2,February,6,0,Monday,1,6,2026-02-02,1,112.0,0.7,160.0,48.0,112.0,0.08,0.08,3.84,0,1,0.0,0.0,0.0,0.0,0,Low Risk,Reconsider,0,19,0,1,0,0,0
2026-02-02 17:27:31,0,BFF (Better French fries) Large (cheese),BFF (Better French fries) Large (cheese),Mini Bites,1,100.0,100.0,30.0,0,17,2,February,6,0,Monday,1,6,2026-02-02,1,70.0,0.7,100.0,30.0,70.0,0.15,0.15,4.5,1,1,1.0,1.0,1.0,0.0,1,Medium Risk,Reconsider,0,2,0,0,1,0,0
2026-02-02 17:27:31,0,Chiz melt (bacon),Chiz melt (bacon),Mini Bites,1,100.0,100.0,30.0,0,17,2,February,6,0,Monday,1,6,2026-02-02,1,70.0,0.7,100.0,30.0,70.0,0.15,0.15,4.5,1,1,0.0,0.0,0.0,0.0,1,Medium Risk,Reconsider,0,20,0,0,1,0,0
2026-02-02 19:31:25,0,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,100.0,100.0,30.0,0,19,2,February,6,0,Monday,1,6,2026-02-02,1,70.0,0.7,100.0,30.0,70.0,0.15,0.15,4.5,1,1,1.14,1.37,1.0,-0.1679,2,High Risk,Keep,2,18,0,0,1,0,0
2026-02-02 19:31:25,0,Chicken pops (bbq),Chicken pops (bbq),Mini Bites,2,100.0,200.0,50.0,0,19,2,February,6,0,Monday,1,6,2026-02-02,1,50.0,0.5,200.0,100.0,100.0,0.15,0.3,15.0,1,2,1.0,1.0,1.0,0.0,1,Medium Risk,Improve,1,11,0,0,1,0,0
2026-02-07 14:16:15,5,caramel macchiato (hot),caramel macchiato (hot),Coffee Based,1,140.0,140.0,42.0,1,14,2,February,6,0,Saturday,1,6,2026-02-07,1,98.0,0.7,140.0,42.0,98.0,0.05,0.05,2.1,0,1,0.0,0.0,0.0,0.0,0,Low Risk,Reconsider,0,21,1,0,0,0,0
2026-02-07 14:16:15,5,hot citron tea,hot citron tea,Sans Coffee,1,89.0,89.0,26.7,1,14,2,February,6,0,Saturday,1,6,2026-02-07,1,62.3,0.7,89.0,26.7,62.3,0.07,0.07,1.87,0,1,1.14,1.2,1.0,-0.05,1,Medium Risk,Improve,1,22,0,0,0,1,0
2026-02-07 14:16:15,5,matcha Supreme latte (iced),matcha Supreme latte (iced),Sans Coffee,1,150.0,150.0,45.0,1,14,2,February,6,0,Saturday,1,6,2026-02-07,1,105.0,0.7,150.0,45.0,105.0,0.07,0.07,3.15,0,1,1.86,1.9,2.0,-0.0211,1,Medium Risk,Keep,2,4,0,0,0,1,0
2026-02-07 14:16:15,5,americano (hot),americano (hot),Coffee Based,1,120.0,120.0,36.0,1,14,2,February,6,0,Saturday,1,6,2026-02-07,1,84.0,0.7,120.0,36.0,84.0,0.05,0.05,1.8,0,1,1.14,1.43,1.0,-0.2028,1,Medium Risk,Keep,2,23,1,0,0,0,0
2026-02-07 14:16:15,5,caramel macchiato (iced),caramel macchiato (iced),Coffee Based,1,150.0,150.0,45.0,1,14,2,February,6,0,Saturday,1,6,2026-02-07,1,105.0,0.7,150.0,45.0,105.0,0.05,0.05,2.25,0,1,2.0,2.0,2.0,0.0,0,Low Risk,Reconsider,0,5,1,0,0,0,0
2026-02-07 20:03:06,5,Chicken wings (3pcs),Chicken wings (3pcs),Mini Bites,2,170.0,340.0,51.0,1,20,2,February,6,0,Saturday,1,6,2026-02-07,1,119.0,0.7,340.0,102.0,238.0,0.15,0.3,15.3,1,2,2.43,2.7,1.0,-0.1,1,Medium Risk,Keep,2,15,0,0,1,0,0
2026-02-07 20:03:06,5,Chicken pops (bbq),Chicken pops (bbq),Mini Bites,1,100.0,100.0,50.0,1,20,2,February,6,0,Saturday,1,6,2026-02-07,1,50.0,0.5,100.0,50.0,50.0,0.15,0.15,7.5,1,1,1.5,1.5,2.0,0.0,1,Medium Risk,Improve,1,11,0,0,1,0,0
2023-02-01 14:27:42,2,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.7,0,14,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,218.0,65.4,152.6,0.05,0.1,3.27,0,5,2.8269,2.8391,2.8608,-0.0064,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-02-01 16:24:18,2,kofetala special blend ,kofetala special blend ,Sans Coffee,1,109.0,109.0,32.7,0,16,2,February,5,1,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.425,1.4198,1.4154,0.0025,0,Low Risk,Improve,1,25,0,0,0,1,0
2023-02-01 16:24:18,2,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.7,0,16,2,February,5,1,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,1,1.1225,1.1231,1.1324,-0.0006,1,Medium Risk,Improve,1,26,0,1,0,0,0
2023-02-01 16:24:18,2,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,2,119.0,238.0,35.7,0,16,2,February,5,1,Wednesday,1,5,2023-02-01,1,83.3,0.7,238.0,71.4,166.6,0.08,0.16,5.71,0,2,2.0269,1.9891,2.0885,0.0208,0,Low Risk,Keep,2,27,0,1,0,0,0
2023-02-01 16:24:18,2,BFF (Better French fries) Large (sour cream),BFF (Better French fries) Large (sour cream),Mini Bites,1,90.0,90.0,27.0,0,16,2,February,5,1,Wednesday,1,5,2023-02-01,1,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.5028,1.4944,1.5549,0.0043,1,Medium Risk,Keep,2,18,0,0,1,0,0
2023-02-01 20:28:10,2,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.6417,1.6228,1.6542,0.0128,0,Low Risk,Keep,2,28,1,0,0,0,0
2023-02-01 20:28:10,2,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.2924,1.286,1.2922,0.0033,0,Low Risk,Keep,2,3,1,0,0,0,0
2023-02-01 20:28:10,2,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.4846,1.4786,1.4881,0.0045,0,Low Risk,Keep,2,9,0,0,0,1,0
2023-02-01 20:28:22,2,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.2924,1.286,1.2922,0.0033,0,Low Risk,Keep,2,3,1,0,0,0,0
2023-02-01 20:28:41,2,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,5,2.8269,2.8391,2.8608,-0.0064,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-02-01 20:28:54,2, latte , latte ,Coffee Based,1,89.0,89.0,26.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,62.3,0.7,89.0,26.7,62.3,0.05,0.05,1.34,0,1,1.2492,1.216,1.24,0.0264,0,Low Risk,Improve,1,29,1,0,0,0,0
2023-02-01 20:29:09,2,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.7,0,20,2,February,5,0,Wednesday,1,5,2023-02-01,1,76.3,0.7,218.0,65.4,152.6,0.05,0.1,3.27,0,5,2.8269,2.8391,2.8608,-0.0064,1,Medium Risk,Keep,2,24,1,0,0,0,0
2023-02-02 17:24:20,3,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.8039,1.8148,1.7911,-0.0043,1,Medium Risk,Keep,2,30,1,0,0,0,0
2023-02-02 17:24:20,3,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,2,2.0,2.0,2.0,0.0,0,Low Risk,Keep,2,27,0,1,0,0,0
2023-02-02 17:24:20,3,strawberry latte,strawberry latte,Sans Coffee,1,109.0,109.0,32.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Keep,2,9,0,0,0,1,0
2023-02-02 17:24:20,3,BFF (Better French fries) Large (bbq),BFF (Better French fries) Large (bbq),Mini Bites,1,90.0,90.0,27.0,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.4139,1.3897,1.4147,0.0162,1,Medium Risk,Keep,2,31,0,0,1,0,0
2023-02-02 17:35:07,3,americano (hot),americano (hot),Coffee Based,1,79.0,79.0,23.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,55.3,0.7,79.0,23.7,55.3,0.05,0.05,1.18,0,1,1.5186,1.5575,1.5261,-0.0182,1,Medium Risk,Keep,2,23,1,0,0,0,0
2023-02-02 17:35:07,3,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Keep,2,28,1,0,0,0,0
2023-02-02 17:35:07,3,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,63.0,0.7,90.0,27.0,63.0,0.07,0.07,1.89,0,2,1.3142,1.3462,1.2929,-0.023,1,Medium Risk,Improve,1,32,0,0,0,1,0
2023-02-02 17:36:39,3,white mocha  (iced),white mocha  (iced),Coffee Based,1,109.0,109.0,32.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,1.8039,1.8148,1.7911,-0.0043,1,Medium Risk,Keep,2,30,1,0,0,0,0
2023-02-02 17:36:39,3,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,3,5.0,5.0,5.0,0.0,0,Low Risk,Keep,2,24,1,0,0,0,0
2023-02-02 17:46:31,3,Belgian waffle  (peanut butter ),Belgian waffle  (peanut butter ),Sans Coffee,1,80.0,80.0,24.0,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,56.0,0.7,80.0,24.0,56.0,0.07,0.07,1.68,0,1,1.0739,1.0815,1.0732,-0.0074,1,Medium Risk,Improve,1,33,0,0,0,1,0
2023-02-02 17:46:31,3,street food sampler (large),street food sampler (large),Sans Coffee,1,90.0,90.0,27.0,0,17,2,February,5,0,Thursday,1,5,2023-02-02,1,63.0,0.7,90.0,27.0,63.0,0.07,0.07,1.89,0,2,1.3142,1.3462,1.2929,-0.023,1,Medium Risk,Improve,1,32,0,0,0,1,0
2023-02-02 18:00:06,3,oreo overload Frappe ,oreo overload Frappe ,Kôfē Frappé,1,119.0,119.0,35.7,0,18,2,February,5,0,Thursday,1,5,2023-02-02,1,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,2,2.0,2.0,2.0,0.0,0,Low Risk,Keep,2,27,0,1,0,0,0
2023-02-02 18:00:06,3,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,0,18,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,2.1853,2.1615,2.1742,0.0116,0,Low Risk,Keep,2,10,0,0,0,1,0
2023-02-02 18:44:40,3,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.7,0,18,2,February,5,0,Thursday,1,5,2023-02-02,1,76.3,0.7,218.0,65.4,152.6,0.05,0.1,3.27,0,3,5.0,5.0,5.0,0.0,0,Low Risk,Keep,2,24,1,0,0,0,0
2023-02-02 18:44:40,3,extra shot,extra shot,Sans Coffee,1,49.0,49.0,14.7,0,18,2,February,5,0,Thursday,1,5,2023-02-02,1,34.3,0.7,49.0,14.7,34.3,0.07,0.07,1.03,0,1,1.1161,1.0734,1.1316,0.0376,0,Low Risk,Improve,1,34,0,0,0,1,0
2023-02-03 14:41:58,4,triple caramel ,triple caramel ,Kôfē Frappé,1,119.0,119.0,35.7,0,14,2,February,5,0,Friday,1,5,2023-02-03,1,83.3,0.7,119.0,35.7,83.3,0.08,0.08,2.86,0,1,1.493,1.4874,1.4779,0.004,0,Low Risk,Keep,2,35,0,1,0,0,0
2023-02-03 14:41:58,4,mango banana milk shake ,mango banana milk shake ,Kôfē Frappé,1,109.0,109.0,32.7,0,14,2,February,5,0,Friday,1,5,2023-02-03,1,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,1,1.4603,1.4589,1.4404,0.0006,0,Low Risk,Keep,2,36,0,1,0,0,0
2023-02-03 14:41:58,4,Chiz melt  (spam lite),Chiz melt  (spam lite),Mini Bites,2,85.0,170.0,25.5,0,14,2,February,5,0,Friday,1,5,2023-02-03,1,59.5,0.7,170.0,51.0,119.0,0.15,0.3,7.65,1,2,1.4826,1.4838,1.5275,-0.0015,1,Medium Risk,Keep,2,37,0,0,1,0,0
2023-02-03 19:03:24,4,caramel macchiato  (hot),caramel macchiato  (hot),Coffee Based,1,99.0,99.0,29.7,0,19,2,February,5,0,Friday,1,5,2023-02-03,1,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Keep,2,28,1,0,0,0,0
2023-02-03 19:03:24,4,Product Name (special b),Product Name (special b),Sans Coffee,1,150.0,150.0,45.0,0,19,2,February,5,0,Friday,1,5,2023-02-03,1,105.0,0.7,150.0,45.0,105.0,0.07,0.07,3.15,0,1,1.4434,1.4984,1.4066,-0.0403,1,Medium Risk,Improve,1,38,0,0,0,1,0
2023-02-03 19:05:08,4,choco dinosaur latte,choco dinosaur latte,Sans Coffee,1,109.0,109.0,32.7,0,19,2,February,5,0,Friday,1,5,2023-02-03,1,76.3,0.7,109.0,32.7,76.3,0.07,0.07,2.29,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Keep,2,10,0,0,0,1,0
2023-02-03 20:36:50,4,blended cappuccino ,blended cappuccino ,Kôfē Frappé,1,109.0,109.0,32.7,0,20,2,February,5,0,Friday,1,5,2023-02-03,1,76.3,0.7,109.0,32.7,76.3,0.08,0.08,2.62,0,1,1.0,1.0,1.0,0.0,0,Low Risk,Improve,1,26,0,1,0,0,0
2023-02-03 20:36:50,4,Spanish latte (iced),Spanish latte (iced),Coffee Based,1,99.0,99.0,29.7,0,20,2,February,5,0,Friday,1,5,2023-02-03,1,69.3,0.7,99.0,29.7,69.3,0.05,0.05,1.48,0,1,1.949,1.9218,2.0347,0.0137,0,Low Risk,Keep,2,6,1,0,0,0,0
2023-02-03 20:36:50,4,dalgona ,dalgona ,Signature Kôfē,1,99.0,99.0,29.7,0,20,2,February,5,0,Friday,1,5,2023-02-03,1,69.3,0.7,99.0,29.7,69.3,0.06,0.06,1.78,0,1,1.1252,1.1235,1.1186,0.0007,0,Low Risk,Improve,1,39,0,0,0,0,1
2023-02-03 20:36:50,4,Product Name (regular ),Product Name (regular ),Sans Coffee,1,110.0,110.0,18.0,0,20,2,February,5,0,Friday,1,5,2023-02-03,1,92.0,0.8364,110.0,18.0,92.0,0.07,0.07,1.26,0,1,1.5126,1.4992,1.5468,0.0065,0,Low Risk,Keep,2,40,0,0,0,1,0
2023-02-04 17:00:03,5,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,2,109.0,218.0,32.7,1,17,2,February,5,0,Saturday,1,5,2023-02-04,1,76.3,0.7,218.0,65.4,152.6,0.05,0.1,3.27,0,3,4.0,4.0,3.0,0.0,0,Low Risk,Keep,2,24,1,0,0,0,0
2023-02-04 17:00:03,5,French fries Spicy barbecue  (large ),French fries Spicy barbecue  (large ),Mini Bites,1,90.0,90.0,27.0,1,17,2,February,5,0,Saturday,1,5,2023-02-04,1,63.0,0.7,90.0,27.0,63.0,0.15,0.15,4.05,1,1,1.4261,1.435,1.5,-0.0066,1,Medium Risk,Improve,1,41,0,0,1,0,0
2023-02-04 17:53:44,5,hot cocoa latte ,hot cocoa latte ,Sans Coffee,1,99.0,99.0,29.7,1,17,2,February,5,0,Saturday,1,5,2023-02-04,1,69.3,0.7,99.0,29.7,69.3,0.07,0.07,2.08,0,1,1.7383,1.7245,1.7014,0.0068,0,Low Risk,Improve,1,42,0,0,0,1,0
2023-02-04 18:43:35,5,caramel macchiato  (iced),caramel macchiato  (iced),Coffee Based,1,109.0,109.0,32.7,1,18,2,February,5,0,Saturday,1,5,2023-02-04,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,3,4.0,4.0,3.0,0.0,0,Low Risk,Keep,2,24,1,0,0,0,0
2023-02-04 18:43:35,5,mocha (iced),mocha (iced),Coffee Based,1,109.0,109.0,32.7,1,18,2,February,5,0,Saturday,1,5,2023-02-04,1,76.3,0.7,109.0,32.7,76.3,0.05,0.05,1.64,0,2,2.0,2.0,2.0,0.0,0,Low Risk,Keep,2,3,1,0,0,0,0
2023-02-04 18:43:35,5,Cold brew with foamy vanilla ,Cold brew with foamy vanilla ,Sans Coffee,1,99.0,99.0,29.7,1,18,2,February,5,0,Saturday,1,5,2023-02-04,1,69.3,0.7,99.0,29.7,69.3,0.07,0.07,2.08,0,1,1.2607,1.234,1.2568,0.0183,0,Low Risk,Improve,1,43,0,0,0,1,0
2023-02-04 18:43:35,5,Spanish latte (hot),Spanish latte (hot),Coffee Based,1,89.0,89.0,26.7,1,18,2,February,5,0,Saturday,1,5,2023-02-04,1,62.3,0.7,89.0,26.7,62.3,0.05,0.05,1.34,0,1,1.3522,1.3273,1.3974,0.0185,0,Low Risk,Keep,2,44,1,0,0,0,0
